AveragePressure;AverageRelativeHumidity;DailyPrecipitation;MaximumTemperature;MinimumTemperature;WindSpeed
29.93;85;0.08;81;68;9.5
29.91;75;5;89;73;6.9
29.98;56;0;83;66;3.8
29.83;58;5;87;61;5.3
29.83;56;5;89;64;7.3
29.99;57;0;80;59;5.8
29.96;90;1.42;71;68;7.2
29.88;92;0.35;69;62;16.9
29.93;93;0.31;64;61;15.3
29.78;89;0.23;72;63;10.7
29.82;66;0;83;62;8.1
29.98;56;0;79;59;6.8
30.08;61;0;82;55;5.1
30.05;56;0;93;62;7.1
30.06;52;0;90;65;6.2
29.99;56;0;94;69;5.9
29.95;59;0;95;70;5.2
29.9;64;0;93;71;7.1
29.7;91;0.99;80;70;7.5
29.44;56;5;81;63;14
29.83;57;0;75;56;9.1
30.11;61;0;77;52;6.1
30.05;74;0;83;63;9.9
29.7;66;0;84;61;9.9
29.63;64;0;73;59;9.9
29.72;61;0;71;58;9.5
29.9;63;0;74;54;6.8
30.03;75;5;66;52;6.3
29.92;80;5;67;57;5.4
29.81;59;5;79;56;7
29.94;53;0;71;52;8.8
29.99;71;0.47;69;48;10.1
29.82;85;0.35;76;54;8.1
30.12;75;0;69;54;3.6
30.04;79;0;75;52;4.9
29.88;50;0;73;55;12.4
30.07;55;0;71;48;7.5
29.94;71;5;83;61;9.6
30.09;66;0;77;59;5.3
29.99;81;5;80;59;8.5
29.72;63;0;88;66;10.7
29.99;68;5;73;60;10.4
30.04;94;0.06;65;60;7.6
29.79;91;0.47;77;64;12.7
29.85;75;0;82;66;7.8
29.84;87;0.04;79;67;12.7
29.59;86;0.39;79;58;15.2
29.8;58;0;68;52;9.3
30.07;68;0.02;60;47;13.7
30.06;80;0.13;63;53;17.1
29.96;91;0.19;61;56;11
29.82;92;1.44;62;49;7.3
29.54;73;5;67;48;9.6
29.75;58;0;73;48;10.4
29.78;51;0;68;44;7.1
29.79;54;0;67;40;6.8
29.69;60;0;71;50;5.8
29.71;68;5;67;48;5.6
29.92;62;0;64;43;4.9
29.88;76;0.64;63;42;6.6
29.26;70;0.91;58;48;18.6
29.5;55;0;60;46;16.2
29.72;56;0;67;42;9.9
29.8;54;0;62;43;7.7
29.85;59;0;61;42;4.4
29.82;68;0;63;43;4
29.57;76;0.17;62;39;7.6
29.81;52;0;51;36;11.3
30.01;60;0;61;34;7.7
30.09;65;5;53;45;3.1
29.91;84;5;69;50;7.6
29.83;82;0.04;75;62;10.7
29.84;91;0.09;71;67;12.3
29.75;66;5;77;55;8.7
29.8;56;0;59;43;8.9
29.86;52;0;58;39;11.7
29.71;49;0;60;38;9.7
30.16;49;0;51;33;9.1
30.3;53;0;50;32;6.7
30.15;69;0;52;28;3.4
29.68;90;1.02;54;37;6.9
29.4;81;0.34;62;46;8.4
29.98;65;0;52;43;7.4
30.06;56;0.02;46;39;12.8
29.42;84;0.83;48;35;16.3
29.68;79;0.08;56;47;17.2
29.95;67;5;50;44;17.3
30.27;53;0;51;41;14.6
30.32;35;0;61;40;10.4
30.13;44;0;66;40;5.4
30.06;75;0;59;35;6.2
30;82;0;57;44;4.6
29.99;86;0.05;56;48;3.9
29.55;69;1.45;64;50;15.9
29.85;53;0;54;42;10.3
30.08;56;0;46;30;7.6
30.02;58;0;53;29;9.3
30.39;58;0;42;31;6.3
30.27;77;5;60;37;7.7
29.83;76;0;64;45;7.4
29.89;31;0;50;35;14.9
30.03;30;5;42;28;5.6
29.59;77;0.13;54;29;6.7
29.61;54;5;43;28;9.7
30.15;49;0;44;27;6.6
30.44;70;0;48;27;3.4
30.4;81;5;48;28;4.8
29.93;87;0.62;58;44;14
29.88;59;0;45;33;9.3
29.88;60;0;40;33;9.1
29.64;55;0;41;30;9.7
29.51;56;0;36;25;9.3
29.33;58;0;33;25;14.2
29.35;53;0;37;25;12.9
29.7;47;0;32;22;12.6
30.07;49;0;28;16;10.6
30.33;54;5;28;11;2.4
30.18;69;0;48;24;3
29.8;92;2.74;55;27;12.7
29.09;88;0.04;56;31;10
29.29;58;5;31;20;12.1
29.53;50;5;24;15;12.8
29.7;59;0;34;18;6.5
29.78;63;0;36;16;6.1
30;68;0;39;18;3.2
29.92;65;5;36;22;8.7
29.67;63;0.01;32;26;14.5
29.59;66;5;41;26;14.7
29.6;72;0.01;42;31;10.9
29.61;68;5;38;31;14
29.87;52;0;39;27;9.2
29.9;60;0;33;20;2.4
29.69;85;0.49;28;23;17.5
28.94;71;0.13;31;20;23.4
29.52;46;0;34;18;14.7
29.83;66;0;37;23;6.9
30.07;69;0;42;21;4.5
30.06;70;0;51;22;4.4
30;82;0;54;29;3.6
29.83;92;0.15;50;35;4.4
29.91;48;0;35;24;10.8
29.88;61;0;39;21;6.9
29.68;54;0;40;24;8
29.63;61;0;33;17;2.5
29.44;67;0;36;21;5.4
29.34;83;0.13;33;28;7.6
29.54;64;0.01;34;25;14.8
29.95;57;0;34;23;9.7
30.1;68;5;32;19;3.8
29.41;94;1.08;33;25;18.6
29.86;73;5;32;17;11.3
30.16;73;0;25;12;5.6
30.04;76;5;34;5;6.9
29.88;54;0;34;20;8.4
30.23;52;0;22;13;6.1
29.97;92;1.1;39;19;9.3
29.54;84;5;41;33;8.1
29.86;60;0;33;27;7
29.52;71;0.36;31;20;12.1
29.8;60;0;24;11;4.4
29.85;60;0;23;3;8.5
30.32;39;0;16;-2;6.1
30.14;82;0.14;33;10;2.1
29.91;92;0.28;34;12;9.8
29.54;67;0.5;34;22;12.6
29.78;79;5;34;13;1.8
29.82;78;5;37;22;4.1
29.97;69;0;37;16;4.2
30.32;53;0;28;14;5.1
30.29;83;0.47;23;16;10
29.85;91;0.89;35;21;9.5
30.09;74;5;26;13;7.1
30.11;61;0;34;12;8.3
29.82;86;0.54;48;15;4.8
29.59;60;5;44;31;11.5
29.92;78;5;39;27;4.4
29.55;75;0.27;38;17;12.3
30.01;52;0;29;12;10
29.9;45;0;27;13;8
30.06;55;0;30;6;6.3
29.82;63;5;39;11;8.8
29.92;58;5;40;21;11.6
29.45;52;5;52;37;13.2
29.97;35;0;37;20;14.7
30.23;51;0;39;17;6.7
30.02;70;0;52;30;4
29.69;75;0;60;34;7.6
29.53;42;5;46;18;19.1
29.91;40;0;38;16;12.1
29.77;58;0.06;30;17;9.1
29.93;39;0;38;13;10
30.16;25;0;43;18;7.5
30.14;58;5;41;16;6.3
29.54;91;1.81;52;30;10.4
30;56;5;38;28;8.4
29.95;88;0.18;35;24;7
29.75;88;0.58;51;25;9.9
30.01;43;0;41;26;10.3
30.02;53;5;48;24;16.2
30.47;32;0;30;13;9.1
30.65;53;0;35;18;7.4
30.39;79;0.01;56;34;13.3
30.01;80;0.09;63;45;15.4
29.7;74;0.54;53;29;18
30.4;50;0;46;25;6.5
30.58;66;0;42;27;9.4
30.34;82;0.1;46;35;11.1
29.8;96;0.35;52;38;8.1
29.72;64;0;54;35;10.1
29.84;64;5;53;34;9.2
30.2;70;5;41;28;6
30.4;71;0;42;27;5.9
30.09;92;0.65;49;33;5.3
30.01;67;0;57;31;5.2
29.77;44;0;73;41;12.9
30.06;55;0;53;31;9.4
30.5;52;0;46;28;6.9
30.15;86;0.32;39;33;8.2
29.8;62;0;46;35;13.2
29.78;62;5;41;32;6
29.59;69;0.04;42;30;10.7
29.78;40;0;45;27;9.9
29.83;34;0;41;23;12
29.79;30;0;45;25;11.1
29.77;30;0;48;27;12.6
29.91;38;0;51;29;9
30;52;0;54;30;7.9
29.82;74;0.45;48;32;8.1
29.29;84;0.41;42;33;13
29.34;53;0;55;37;11.2
29.7;31;0;56;37;11.9
29.75;78;0.11;50;36;6.9
29.31;79;0.04;60;39;18
29.78;43;5;55;34;15
30.03;65;0;53;33;5.8
30.14;62;0;53;29;5.1
30.1;59;0;54;30;6.8
30.08;66;5;56;31;7.5
29.68;86;0;62;46;10.9
29.77;62;0.29;60;45;7.4
29.93;90;1.95;50;44;9.4
29.86;64;0;66;43;7.7
30.34;48;0;51;35;10.3
30.27;74;0.29;50;31;12.2
29.54;64;1.03;63;45;16.8
29.85;53;0.01;62;39;9.7
29.99;76;0.03;54;42;7
29.87;87;5;54;41;5.6
29.95;46;0;57;39;13.3
30.36;47;0;54;35;7.3
30.14;86;0.66;53;43;10.6
29.9;78;0.01;78;50;4.3
29.99;78;5;68;51;4.9
29.95;86;5;75;50;10.2
29.95;89;0.15;73;59;12.6
29.74;95;0.43;65;59;18
29.63;53;0;73;53;8
29.93;52;0;62;46;8.1
30.21;56;0;61;41;8.3
30.19;59;0;68;39;6.4
30.08;74;0;63;49;8.5
29.85;89;0.3;64;47;8
29.79;59;0.01;58;41;11.5
29.85;45;0;68;42;12.5
29.77;73;0.06;68;48;9
29.8;71;0;67;50;9.7
29.83;46;0;69;51;15
29.91;74;0.03;58;49;17.5
29.99;74;5;64;48;15.6
29.99;65;0;60;48;11.2
29.88;70;0;70;42;5.3
29.8;86;0.04;58;45;8
29.65;94;0.39;64;50;7.5
29.76;93;0.04;52;47;12.4
29.98;94;0.24;53;48;12.4
30.05;96;0.12;63;50;8.1
29.99;95;0.95;70;54;6.9
29.91;90;0.36;70;54;4.4
29.89;83;0;73;51;5.8
30.1;79;0;59;49;8.5
30.03;93;0.07;64;49;10.2
29.71;86;0.3;78;63;8.1
29.83;70;0;78;57;8.3
29.91;93;5;73;55;6
29.91;84;0;80;60;7
30.01;85;5;77;63;9.3
30.04;82;0;81;63;9.1
29.97;80;5;86;66;5.4
30.11;55;0;83;62;8.8
29.98;84;5;80;61;11.8
29.76;52;0;76;54;12.6
29.89;50;0;71;50;10.2
29.98;53;0;73;49;8.8
29.99;67;0.02;69;46;6
29.91;67;0;78;54;5.5
29.83;65;0;87;54;4.4
29.78;60;5;92;64;5.2
29.78;71;0.64;89;67;8.8
29.86;77;0.06;81;63;7.4
30.01;83;0.26;64;55;7.8
29.84;87;1.64;60;53;10.5
29.81;83;0.02;68;54;4.3
29.81;75;0.02;64;54;8.4
29.77;59;0;75;55;8.5
29.82;59;0;86;53;7.8
29.88;86;0.43;70;63;8.6
29.75;72;0;84;63;6.7
29.73;57;0;80;57;6.9
29.81;56;0;81;54;5.1
29.84;67;0;82;59;5.7
29.86;92;0.35;71;66;3.9
29.74;91;0.56;69;60;9.8
29.72;88;5;69;59;8.4
29.76;84;0.02;74;57;6.7
29.85;84;5;76;63;5
29.92;66;0;82;65;6
29.86;77;0;80;65;6.1
29.75;67;0.04;84;67;7.8
29.82;57;0;82;61;8.1
29.9;60;0.03;80;57;5.2
29.96;75;0;81;63;6.3
29.84;85;0.16;80;66;7.4
29.75;66;0;87;67;7.1
29.8;56;0;89;68;6.1
29.83;65;0;90;67;7.2
29.83;66;0;89;70;5.8
29.84;89;2.25;77;68;4.6
29.72;61;0.15;86;67;8.7
29.96;58;0;82;60;6.2
29.86;75;0;89;65;9.4
29.59;62;0;92;73;10.2
29.66;66;0.51;87;66;6.8
29.89;63;5;76;63;10.9
29.97;63;0.03;84;60;6.3
30.04;69;0;84;61;5.9
30.01;59;0;89;66;11.1
29.83;70;5;89;72;8.3
29.74;63;0;89;70;4.8
29.8;70;0;89;65;7.8
29.72;75;0;91;71;11.6
29.72;54;0;101;76;8.4
29.8;62;0.1;88;71;5.3
29.83;69;5;84;69;4.8
29.88;79;0.1;73;64;3.6
29.67;82;0.08;79;65;5.2
29.77;63;0;84;64;6.9
29.96;66;0;84;67;4.9
29.88;87;5;80;69;9
29.78;58;0;89;70;9.2
29.94;57;0;89;65;6.2
29.79;62;0;91;68;7.1
29.62;55;5;90;68;7.5
29.67;66;0;82;64;5.7
29.83;66;0;83;64;7.2
30.02;70;0;81;66;6.9
29.96;73;5;86;70;9.1
29.66;94;2.25;78;70;9
29.47;79;0.12;89;70;3.8
29.58;82;0.69;81;68;8
29.49;73;0;86;68;6.7
29.7;60;5;82;63;6.3
29.88;58;0;82;59;6.7
29.98;63;0;84;62;5.1
29.89;84;0.04;74;69;5.7
29.67;92;2.19;71;62;10.1
29.73;76;0;74;61;6.2
30;71;0;84;60;5.1
29.95;75;0;85;63;7.9
29.87;77;5;85;68;7.1
29.89;78;0.59;84;68;7.2
29.86;81;0.02;85;66;9.9
29.7;61;0.14;79;64;10.6
29.91;55;0;78;58;6.1
30.01;69;0;79;59;9.2
29.86;80;0;84;68;11.7
29.89;72;5;85;69;4.9
29.84;92;0.45;76;67;5.3
29.26;85;1.53;77;65;25.4
29.78;60;0;79;59;7.3
30.01;61;0;80;57;3.6
30.11;64;0;83;58;2.7
30.12;71;0;79;59;4.8
30.05;69;0;77;58;6.2
29.9;75;0;82;60;8
29.84;77;0;82;67;8.6
29.78;80;0;83;67;11
29.95;91;1.77;74;58;9.6
30.11;95;0.2;65;58;9.6
29.99;91;1.92;67;59;8.1
29.75;74;0;80;60;7.9
29.85;68;0;78;56;5.8
30.04;71;0;71;52;5.8
29.92;78;0;81;62;5.1
29.85;76;0;82;62;8.7
29.85;77;0;85;67;8.3
29.81;80;0.24;83;52;9.7
30.11;55;0;65;47;7.7
30.35;61;0;65;46;5.6
30.36;66;0;68;51;10.1
30.2;70;0;69;48;5.2
30.06;84;0.01;67;52;5.8
30.16;81;0.02;75;58;6.3
30.07;94;0.13;73;66;4.3
30.04;95;0.67;73;68;4.1
29.95;88;0.44;80;69;6
29.98;83;0;82;68;2.4
29.92;80;0;83;65;2.8
29.93;89;0;80;64;4.2
29.98;77;0.31;76;62;7.8
29.7;91;0.73;77;62;7.7
29.65;75;0.16;76;56;8.6
29.57;90;0.28;74;59;5
29.75;84;0.02;70;53;4.7
29.95;75;0.46;67;52;4.2
29.87;81;0.14;67;54;8.4
29.93;56;0;68;45;11.4
30.2;45;0;64;42;8.6
30.35;56;0;62;40;4.1
30.33;59;0;80;49;5.4
30.23;55;0;86;55;5.8
30.09;60;0;84;54;5.6
30.13;62;0;71;54;6.2
30.11;79;0.1;61;53;8.7
29.78;95;0.54;65;58;8.7
29.52;95;0.74;71;59;8.6
29.52;56;5;66;52;14.3
29.7;50;5;65;52;12.1
29.62;58;0.01;65;52;10.4
29.77;57;0;70;45;3.5
29.75;91;1.57;61;51;10.7
29.48;74;0.54;70;53;13.4
29.77;63;0;63;47;7.9
29.94;65;0;62;44;6.2
30.04;71;0;57;39;3.6
30.01;77;5;61;37;4.5
29.86;61;0.02;59;44;9.5
29.84;68;5;53;43;4.9
29.65;90;0.9;49;35;11.2
30.04;58;5;48;34;7.2
30.01;79;1.03;44;33;14.1
29.88;71;0.12;47;32;12.4
30.3;69;0;52;27;2.6
30.27;72;0;54;34;8.3
30.27;71;0;58;35;3.8
30.01;78;0;61;32;5.2
29.93;56;0;51;36;12.2
30.31;56;0;50;29;6.2
30.39;69;0;57;26;5.4
30.21;68;0;64;35;6.9
30.16;70;0;70;45;3.2
30.11;88;0;63;41;3.8
29.78;95;1.4;61;53;2.8
29.51;60;0;57;39;14
29.96;59;0;53;34;10.6
30.03;73;0;62;36;9.2
29.83;69;5;65;55;11.5
29.72;71;5;71;55;7.1
29.8;95;0.92;57;53;2.6
29.7;75;0.15;55;37;9.3
30.13;56;0;45;29;7.4
30.29;59;0;54;28;10.4
30.04;68;0;64;50;10.9
30.16;66;5;55;34;7
30.29;72;0.23;47;29;3.8
29.72;88;1.38;47;36;14.6
30.01;70;0;49;31;4.6
30.02;68;0;61;30;5.5
30.07;60;0;65;38;3.7
30.11;87;0;59;33;4.2
30.06;75;0;65;50;9.4
29.97;85;0.31;65;47;6.3
29.62;69;0.4;62;39;11.1
29.98;53;0;49;34;7.6
30.24;58;0;52;28;4.5
30.53;65;0;47;32;4.9
30.47;85;0;54;28;4.4
30.28;91;0;60;36;4.8
30.01;93;0.23;61;48;7
29.72;97;1.55;58;46;7.2
29.75;65;0.75;47;32;14.2
30.22;74;5;52;27;6.7
30.16;59;0.02;49;30;7.2
30.5;50;0;39;26;3.6
30.47;62;0;47;23;3.9
30.26;60;0;48;25;4.3
30.3;69;0;46;30;5.6
30.01;75;0.12;54;40;13.6
29.82;57;5;55;39;12.9
29.98;58;0;45;28;8.5
30.12;45;5;29;16;10.1
30.06;59;0;45;14;9
29.99;54;0;44;28;5.9
29.93;84;0.14;58;32;9
29.85;65;0.04;58;44;8.8
29.89;77;0.57;47;33;9.2
30.27;57;0;35;20;8.1
30.21;65;5;42;18;4.6
29.95;58;0;46;26;8.1
29.93;80;0.49;56;24;10.3
29.33;65;0.04;57;28;14
29.8;39;0;33;22;10.5
29.98;59;0;53;28;3.6
29.935;;25;53.5;29;6.05
29.89;80;0.05;54;30;8.5
29.58;55;5;51;30;11
29.75;50;0;31;15;10.1
29.98;42;0;29;11;7.8
29.78;49;0;38;22;8.5
29.78;59;5;53;26;5.7
29.67;56;0;61;30;5.7
30.02;50;0;45;30;7.8
30.16;54;0;41;25;3.6
29.8;63;0.01;47;25;6.6
29.98;63;0;42;28;5.8
29.63;90;1.54;43;35;12.4
29.37;67;0.05;54;28;15.6
29.73;47;0;36;20;13.2
30.16;43;0;20;11;12.7
30.4;55;0.13;38;9;6.4
29.84;86;0.18;48;33;9.2
29.68;45;0;52;21;15.9
30.11;59;0.25;32;15;6.4
30.01;60;0.02;30;20;7
30.12;74;0.41;28;18;11.1
30.4;69;0;30;13;6.4
30.22;86;0.18;50;26;2.9
29.85;74;0.02;56;41;8.5
30.09;57;0;43;33;8.2
30.09;73;0.11;41;32;4.3
29.52;88;0.45;58;36;8.1
29.82;64;0;46;29;8.1
29.97;41;0;43;30;12.4
30.04;48;0;40;25;10.4
30.08;56;0;56;28;3.2
29.82;64;0.02;60;32;8
29.95;70;5;44;32;8.9
30.24;43;5;40;25;10.2
30.12;47;0;45;28;8.3
30.06;45;0;38;23;6.3
29.93;52;0;50;22;8.1
29.93;52;0;48;26;8.5
30.16;44;5;36;21;5.8
29.96;44;0;47;24;5.5
29.98;57;0.03;50;23;7.3
29.65;80;0.1;39;31;8.7
29.6;39;0;31;17;16.9
29.83;45;5;43;17;8.9
29.99;56;0;43;24;3
30.07;77;0.01;46;33;1.7
30.14;74;0.07;45;28;4
29.88;69;0.02;52;30;6.3
29.87;50;0;48;28;9.7
29.93;56;0;47;27;6.1
30.01;37;0;44;26;12.4
30.16;61;0.06;43;22;6.7
29.64;69;0;57;34;8.7
29.44;61;5;58;31;8.6
29.59;89;0.48;41;31;4.5
29.34;49;5;46;32;20.6
30.12;32;0;41;27;11.5
30.24;57;0;51;22;8
30.15;39;0;49;32;10.3
30.19;71;0.7;40;29;6
29.71;90;0.44;37;26;13
30.03;78;0.04;35;25;6.9
29.54;78;0.31;55;34;8.1
29.55;51;0;44;32;3.2
29.85;38;0;41;26;10.9
30.42;37;0;40;19;7.7
30.4;60;0;58;30;12.2
30.07;66;0;64;50;19.3
29.91;50;0.07;58;35;12.1
30.29;48;0;41;28;9.5
30.35;53;0;54;28;10.4
30.16;47;0;72;35;6.4
29.95;83;0.01;67;45;6.1
29.99;81;0;64;40;7.7
30.26;74;0.01;51;37;6.5
30.16;83;5;44;35;4.7
30.22;75;0;54;38;4.5
30.21;77;0;63;35;7
30.11;72;0;73;43;5.6
30.22;74;0;78;44;5.9
30.24;78;0;76;46;6.7
30.08;68;0;81;54;9.6
29.98;50;5;70;58;7.4
30.02;42;5;61;46;7.8
29.82;68;5;50;43;6.9
29.67;48;0;57;31;14.7
30.04;21;0;49;27;11.9
29.79;67;0.18;54;32;5.8
29.62;60;5;53;38;11.6
29.91;42;0;53;37;7.6
29.88;83;0.25;42;33;4.4
29.73;74;0.11;51;30;6.1
29.59;51;0.06;54;38;12.5
29.72;24;0;59;34;8.6
29.53;34;0;64;43;9.9
29.7;46;0;54;38;9.8
29.84;38;0;54;34;7.7
29.9;37;0;56;34;8.3
29.72;47;0;56;41;8.2
29.51;39;0;61;41;13.1
29.58;40;0.01;61;37;9.5
29.71;57;0.02;59;32;5.2
29.87;72;0.06;57;40;8.3
30.02;48;0;63;34;7.6
30.01;34;0;70;41;7.8
29.91;65;0.02;75;51;7.4
29.91;71;0;83;53;8.6
29.93;38;0;83;51;8.6
30.09;48;0;65;49;9.9
30.01;66;5;65;46;9.1
29.95;71;5;68;44;9.2
29.75;84;0.01;67;54;8.7
29.67;89;1.59;63;44;12
29.31;85;1.6;60;45;13.8
29.47;57;5;57;44;15.1
29.71;58;0.02;63;40;7.2
29.78;69;5;57;38;7.9
29.64;49;5;56;38;15.8
30.01;32;0;60;35;10.3
30.01;23;0;60;39;10.1
30.2;39;5;59;35;8.2
30.04;84;0.57;51;46;11.4
30.1;80;0;56;46;7.8
30.09;89;0.2;53;48;4.3
29.92;92;0.02;60;49;5.4
29.91;90;0.01;59;50;2.3
30.03;75;0;64;48;6.6
30.06;60;0;66;46;7
29.97;76;0.07;58;51;10.2
29.7;94;0.74;62;56;7.7
29.45;71;0.68;67;47;9.9
29.8;43;0;66;46;9.7
30.04;36;0;78;45;8.8
30.06;57;0;81;52;7.8
30.08;76;5;74;57;6.5
30.05;83;0.53;68;58;7.9
29.84;90;0.82;73;57;6.9
29.95;51;0;72;51;6.6
30.13;57;0;69;46;4.9
30.09;50;0;76;45;5.1
30.17;51;0;76;51;4.4
30.14;91;0.07;66;53;5.8
29.85;92;0.53;65;60;8.1
29.85;79;5;76;60;4.3
30.11;88;5;72;56;6.5
30.16;93;5;66;56;5.5
30.03;83;5;82;63;6
30.04;68;0;81;63;7.4
29.91;83;5;81;62;7.5
29.77;82;5;87;61;7.1
29.67;74;5;77;62;4.7
29.7;53;0;81;59;6.4
29.95;60;0;72;56;10.4
29.74;91;1.22;65;56;10.9
29.6;72;0.53;74;54;10.5
29.6;84;0.1;55;50;14.4
29.79;81;0.07;60;50;8.1
29.9;81;0.25;65;48;3.2
29.9;82;0.13;70;51;2.3
29.8;78;0.03;75;52;6.9
29.8;67;0.02;76;59;5.3
30;59;0;79;57;5.8
30.2;70;0;69;54;6.6
30.06;82;0.08;70;59;9.8
29.93;93;0.39;65;60;6.6
30.11;69;5;73;55;8.3
30.21;58;0;75;53;8.9
30.24;66;0;73;52;9.5
30.14;69;0;70;54;7.2
30.09;74;0;70;50;7.3
30.07;77;0;72;54;7.4
29.9;64;0;94;63;6.9
29.75;56;0;94;75;7.7
29.69;68;0.73;94;69;5
29.75;70;0.04;86;65;7.4
29.86;51;0;83;60;7.7
29.69;84;1.34;73;62;7.2
29.54;67;5;74;58;10.2
29.59;53;5;79;59;9.2
29.68;52;0;84;62;8.1
29.57;75;0.09;84;64;5.4
29.64;51;0;89;67;9.1
29.71;68;0.07;91;69;5.8
29.78;66;0.08;83;67;5.9
29.83;55;0;85;62;6.5
29.71;75;0.1;87;69;7.2
29.67;65;0;85;68;7.6
29.81;64;0;86;65;5
29.73;66;5;89;72;7.1
29.73;56;0;90;69;7.3
29.85;47;0;84;65;6.8
29.96;50;0;84;64;4.9
30.09;70;0;85;63;5.5
30.11;61;0;85;63;7.1
30.11;65;0;88;64;6.9
30.06;57;5;92;70;8.1
29.98;71;0.01;89;70;6
29.74;66;5;93;72;7.4
29.7;56;0;95;73;9.3
29.72;73;0.73;96;71;6
29.89;66;5;79;67;6.3
29.98;83;0.16;69;61;3.8
30.01;71;0;80;58;6.3
30.07;72;0;80;58;8.5
29.95;81;0.01;83;63;7.2
29.58;71;0.3;90;67;7.7
29.72;54;0;83;62;8.8
29.65;75;0.02;85;68;7.9
29.67;80;0.06;86;68;4.6
29.86;85;1.09;81;65;6.4
29.91;83;5;73;65;8.8
30.04;75;0;79;61;5.5
29.97;85;0.11;75;62;6.1
29.83;83;5;80;64;6.7
29.8;81;5;85;69;5.6
29.93;73;0;91;71;7.5
30.11;79;0;89;71;6.4
30.06;80;0.09;88;74;12
29.89;62;5;86;66;8.1
29.93;69;0;80;61;5.5
29.92;75;0;84;63;4.6
29.88;84;0;84;67;7.1
29.82;89;1.97;83;72;10
29.82;85;0.06;84;72;7.7
29.85;84;0.23;83;70;8.1
29.86;68;0;85;66;6.5
29.87;68;0;84;65;5.7
29.83;85;0.94;79;64;4.6
29.77;71;5;84;66;6.7
29.77;67;0;85;64;7.3
29.8;86;0.52;74;62;3.8
29.86;66;0;76;60;5
29.84;69;0;76;60;3.4
29.91;66;0;81;63;4.5
30.05;63;0;82;60;4.2
30.06;73;0;84;63;6.5
30.09;67;0;85;66;3.5
30.21;70;0;81;64;3.7
30.24;77;0;79;61;4.9
30.07;81;0.01;80;57;7.5
29.76;73;0.15;85;70;8.1
29.87;54;0;75;59;7.6
29.96;55;0;81;56;7.8
29.88;51;0;90;61;8.4
29.91;60;0;82;66;8.3
30.03;70;5;77;62;5
30.11;73;0;77;58;6.6
29.98;93;0.74;76;66;5.8
29.73;92;1.59;78;65;7.2
29.82;84;0;77;63;3.6
29.85;86;0;84;66;5.9
29.73;88;0.18;79;63;13.9
29.73;75;0.03;72;58;3.6
29.86;61;0;70;53;10.1
30.11;62;0;71;51;6.2
30.27;76;0;75;50;5
30.27;78;0;80;55;5.2
30.14;81;0;79;57;6.2
29.98;67;5;74;53;8.4
29.99;63;0;71;50;6.6
30.01;70;0;74;48;3.4
29.88;84;0.19;74;56;14.1
29.87;62;0.58;73;54;9.1
30.13;66;0;67;52;7.7
30.06;78;0;67;49;7.2
29.88;86;0;71;56;6.1
29.88;64;0.17;70;49;7.2
30.04;64;5;67;45;4.5
30.09;66;0;72;44;8.1
30.03;82;5;72;57;9.7
30.04;72;0;74;55;7.2
30.07;86;1.64;62;55;7.6
29.85;92;0.13;58;55;7
29.75;89;0.18;61;51;5
29.75;73;0;70;48;9.4
29.95;82;0.36;70;55;4.1
30.01;96;5;67;60;5.7
30.04;90;0.17;66;61;5.3
29.93;76;0;77;54;4
29.78;77;0.09;78;50;9
29.96;76;0.19;59;44;4
30.14;76;5;57;40;4.2
30.14;78;5;59;51;9.5
29.86;91;0.34;64;50;7.4
29.98;60;0;60;43;8
30.06;62;0.01;58;37;8.2
30.35;52;0;53;31;5.7
30.08;73;0.01;69;41;10.2
29.73;82;0.23;73;62;12.9
29.62;61;0.03;63;43;10.4
29.88;66;0;63;36;3.2
30;79;0;63;40;5.1
29.84;89;0.23;68;52;9.7
29.62;77;0.46;74;52;8.1
29.8;60;0;65;45;7
29.88;57;0;66;49;10.2
29.99;66;0.06;67;43;4.1
30.09;67;5;56;48;4.7
30.2;71;0;62;43;2.5
30.14;79;0;65;44;3.7
29.98;77;0;67;50;5.5
29.83;86;0.04;58;52;14.8
29.3;90;0.76;67;53;24.1
29.39;86;0.58;68;53;8.2
29.47;80;0.07;55;48;6.2
29.49;69;0;57;42;5.9
29.51;63;5;54;43;7.4
29.65;58;0;55;40;9.7
29.8;61;0;56;36;7.2
29.93;53;0;46;31;8.9
30.12;53;0;43;24;5.8
29.86;79;0.4;45;32;19.4
29.55;82;0.02;40;32;23.3
29.85;47;0;55;37;10.2
30.19;65;0;57;38;4.5
30.4;76;0;64;41;5.6
30.37;85;0;68;45;9.1
30.17;82;0.18;65;41;11.3
30.39;57;0;48;35;11.5
30.32;71;0;41;35;10
30.24;63;0;47;32;6.1
30.47;64;0;51;30;6.1
30.6;70;0;50;29;5.8
30.4;75;0;50;32;8.3
30.11;78;0;51;33;7.6
30.12;72;0;53;37;8.7
30.15;78;0;55;34;4
29.9;87;0;55;32;4.6
29.55;54;5;49;32;12.4
29.72;52;0;41;31;13.1
29.96;53;0;47;30;8.8
30.21;86;0.31;38;30;4
30.09;76;5;40;27;8.7
30.16;60;0;42;28;9.5
30.33;54;0;39;29;8.1
30.48;82;0.02;36;29;7.4
30.24;84;5;57;36;5.4
30.07;73;0;60;36;7.2
30.19;93;0.01;59;32;4.6
29.9;61;0.03;59;34;13.6
30.19;54;0;41;25;5.7
30.12;82;0.05;45;24;2.2
29.87;95;0.38;49;44;4.2
30.09;77;0.12;50;40;6.8
