AveragePressure;AverageRelativeHumidity;DailyPrecipitation;MaximumTemperature;MinimumTemperature;WindSpeed
1006.97;76;0;34.1;23.9;30
1006.14;73.63;0;33.8;24.1;28
1005.75;71.13;0;34.2;24.5;20
1003.75;73.63;0.8;34.8;24.6;22
1006.2;79.88;6.8;33.5;25.3;28
1008.96;78.63;0.3;33.6;24;24
1007.86;74.25;0;34.2;24.5;22
1006.13;70.88;0;34.7;23.9;22
1006.78;74.13;0;34.7;24.8;20
1006.57;78.75;5.2;34;25.1;31
1007.88;80.38;6.6;33.9;24.6;39
1008.41;79.63;0;33.5;24.4;24
1004.71;75.88;0.5;33.6;25.5;22
1005.09;75.5;72.4;34.3;24.9;24
1010.01;87.5;57.8;29.5;23.6;13
1012.24;86.5;2.1;29.4;23;11
1011.23;78.75;0;32.6;24.8;17
1011.02;75.75;0.2;33.5;23.3;35
1009.48;75.38;3;33;24.3;22
1009.33;78.25;0;30.5;24.9;30
1008.73;77.38;0;32.6;24.2;26
1006.88;75.63;0.4;34.7;24.9;17
1006.3;78;8.5;33.7;25.4;28
1006.29;84.25;16.6;29.5;24.2;33
1007.18;82.88;2.6;30.4;24.1;24
1007.34;80.38;0;31.5;23.9;15
1006.48;73.38;0;34.5;23.1;17
1006.86;65.38;0.2;35.4;23.2;31
1007.39;70.13;1.4;31.6;24.6;31
1009.4;79.5;5.4;30.2;24;26
1009.59;87.75;9;27.6;24;30
1010.6;80;0;31.5;23.9;19
1010.74;76.75;0.2;34.2;23.8;19
1008.88;77.63;1.1;33.6;24.4;19
1008.01;75.5;0;34.1;24.1;15
1007.35;72.5;0;34.6;24.2;20
1006.3;71;0;34.9;24.8;33
1008.44;71.75;0;35.5;24.5;19
1011;80.25;2.5;32.3;25.3;26
1010.76;77.88;0;33.3;23.1;19
1011.04;82.13;23.5;32.1;24.6;26
1012.51;85.13;21;31.6;23.8;26
1011.59;80.88;0;33.7;23.5;22
1011.35;79.38;0;32.6;23.9;20
1009.57;78.88;28.7;32.8;23.8;19
1008.11;77.25;8.8;33.6;23.5;22
1009.15;80.75;32.1;33.5;24.5;50
1009.83;80.25;0;33;23.1;20
1011.72;82.25;26.9;32.8;23.8;37
1011.97;81.5;0;31.5;23.7;19
1011.37;79;0.8;32.5;24.5;22
1010.05;85.88;62;30.3;24.4;17
1010.44;84.25;0;31.5;23.6;17
1012.3;80.13;0;33;21.5;20
1011.91;73.13;0;34;21.4;15
1013.34;73.38;0;33.7;22;24
1013.6;74.25;0;33.1;22.6;17
1013.11;73.38;0;33.5;22.3;17
1011.56;73.38;0;33.8;22.1;17
1013.56;67.25;0;33;22.1;26
1016.15;58;0;32;21;28
1017.34;49;0;30;22.9;37
1018.13;57.13;0;30;22.4;30
1016.62;66.75;0;29.6;20.9;22
1013.56;69.75;0;31.3;19.5;11
1012.35;71.5;0;32;19.6;13
1011.16;72.5;0;33.1;20.9;19
1008.86;72.13;0;34.6;21;15
1006.78;70.5;0;34.5;21.9;13
1006.86;69.88;0;34.1;21.6;15
1009.81;69.88;0;34.7;21.6;15
1011.79;71.38;0;34.2;21.6;17
1009.46;71.75;0;34;21.5;0
1008.39;72;0;34.4;22;19
1009.55;73.25;0;33.9;22.3;17
1011.49;70.38;0;34.3;23.1;17
1012.92;71;0;31.3;24.8;26
1016.55;70.25;0;29.5;22.3;22
1017.5;71.13;0;28.7;19.9;22
1017.04;68.38;0;29;20.6;19
1018.86;74.13;0;23;20.9;19
1017.17;67.38;0;28;17;20
1014.35;72;0;29.7;16.1;15
1014.2;69.63;0;30.4;16.2;17
1013.58;66.75;0;29.6;15.6;15
1015.55;68;0;29.7;14.9;15
1015.8;69.88;0;30.2;15;13
1016.55;70.13;0;30.3;15.8;15
1016.7;69.38;0;30.2;16;13
1016.95;68.75;0;28.6;19.9;22
1017.17;70.5;0;30;19.1;15
1016.56;63.38;0;29.6;17.2;19
1015.57;70.13;0;29.2;15.4;13
1015.89;69.75;0;28.3;17;15
1014.45;70.88;0;28.4;15.2;15
1014.11;72.5;0;28;15.1;15
1014.8;71.63;0;28.8;15.2;17
1014.05;72.88;0;29.3;16.5;13
1013.52;72.75;0;29.2;16.1;13
1014.6;72.25;0;28.5;15;13
1013.97;69.63;0;30.4;14.9;13
1015.27;71.88;0;29.6;15.8;13
1015.52;73.13;0;30.4;15.8;11
1015.3;72.63;0;30.8;16.4;17
1014.87;71.75;0;31;15.9;17
1015.22;72.63;0;31.2;17;17
1016.1;74.25;1.8;31.8;18.8;24
1017.32;79.25;5.7;30.2;21.2;22
1017.66;76.88;0;30.3;20.4;24
1017.67;68.13;0;30.1;20.7;20
1016;71.88;0;29.7;17.5;20
1015.05;70.88;0;29;16.3;13
1014.84;68.38;0;30;15.8;13
1011.95;68.75;0;30.8;16.5;17
1011.24;72.25;0;30.1;16.2;15
1011.99;66.75;0;30.3;15.5;13
1010.63;68;0;31;15.6;19
1010.43;67.25;0;31.1;15.5;30
1012.31;66.63;0;29.8;13.2;13
1011.93;68.13;0;31;14.1;15
1011.47;67.13;0;31.3;14.9;20
1013.21;63.13;0;31.6;13.5;17
1013.29;63;0;31.5;14;19
1011.01;64.13;0;31.6;14.5;15
1011.03;65.75;0;31.2;14.6;15
1011.47;70.38;0;32.5;17.4;19
1014;88.75;13.6;24.5;22.5;17
1014.88;76.88;0;30.5;21.7;19
1013.11;74.13;0;31.5;20.9;19
1013.23;69.75;0;31.5;17;15
1013.17;69.25;0;32;16.8;17
1013.72;69.25;0;32;18.3;22
1015.02;68.38;0;31.6;19.9;22
1017.7;66;0;30.3;22.8;20
1017.54;68;0;30.4;20.2;15
1019.09;69.88;0;30.8;18.3;19
1018.84;67.88;0;29.7;20.1;19
1017.77;69.38;0;29.7;18.2;15
1016.28;66.38;0;29.5;18.6;17
1015.49;68;0;31.4;16.2;15
1013.68;63.75;0;32.1;18.9;15
1014.49;69.88;0;31.5;19.8;13
1014;69.88;2.9;32.7;19.6;17
1013.92;68.25;0;33.5;21.3;26
1015.49;67.13;5.2;32.8;20;24
1015.2;79;0;29.6;20;26
1014.54;71.75;0;33.8;20.9;17
1014.79;64.25;0;33;19.2;17
1014.76;61.5;0;32;17.3;15
1014.47;60.88;0;32.9;15.4;15
1014.87;64.13;0;32.3;17.4;17
1013.11;64.88;0;32.3;16.8;17
1012.69;61.13;0;32.9;15.1;17
1012.41;60;0;33.1;14.6;15
1013.06;55.13;0;33.6;15;15
1012.82;59.5;0;32.5;15.9;15
1014.06;52.63;0;33.2;14.6;19
1014.32;57.13;0;33.6;12.5;17
1013.15;56.25;0;33;13.3;11
1013.25;59.25;0;33.5;14;19
1012.13;58.38;0;33.7;15.4;19
1014.08;57;0;34;15.1;15
1013.78;56.5;0;34.3;14.8;15
1012.24;56.75;0;34.3;15.1;20
1010.54;54.25;0;34.8;16.2;20
1012.26;54.38;0;34.7;16.5;17
1012.18;56.5;0;34.6;16.1;17
1012.73;55.25;0;34.7;15.8;17
1012.33;56.5;0;35;18.6;24
1011.68;53.75;0;35.3;20.2;24
1011.53;47.38;0;34.7;20.4;35
1011.96;47.75;0;33.4;17.1;20
1012.23;47.88;0;34.1;15.3;24
1011.28;48.63;0;34;15;22
1010.06;49;0;35.2;16.4;20
1010.01;49.13;0;35.1;16.2;15
1010.47;50.75;0;35.2;16.7;17
1009.79;51.88;0;35.4;16.6;19
1009.47;49.38;0;36;17.6;24
1012.04;47.63;0;35.3;16.5;15
1010.84;50.63;0;35.9;16.4;22
1008.6;50.13;0;36;17.6;20
1009.25;48.38;0;35;17.8;19
1009.05;48.75;0;35.9;19.2;24
1009.52;50.25;0;36.7;20.5;17
1010.17;46.75;0;37.8;20.5;26
1009.94;50.75;0;37.6;21;15
1011.19;51.63;0;38.1;21.9;15
1014.59;58.25;0;34.2;24.4;22
1016.15;55.88;0;33.6;23.6;20
1012.96;49.88;0;36.4;21.4;24
1011.55;51.75;0;36.5;20.2;17
1009.27;50.75;0;36.8;20.3;17
1010.13;49.75;0;36.1;20.6;22
1012.23;48.75;0;36.2;20;13
1014.12;53;0;35.8;22.4;17
1014.61;62.75;2.1;35.5;24.4;31
1013.74;70.75;2.2;31.2;20.6;50
1011;67.13;0;31.9;19.4;26
1008.66;63.5;0;34.8;21.1;15
1006.93;53.13;0;37.6;19.8;22
1006.9;43.63;0;38.5;19.4;26
1007.04;46;0;37.5;21;19
1008.48;51.63;0;36.5;21.1;15
1010.6;56.13;0;35.5;21.3;24
1012.01;55.88;0;35;21.9;24
1012.17;55.75;0;35.4;24.3;31
1012.38;61.13;0;34.5;22.9;50
1010.89;61.5;0;35.5;21.4;48
1010.5;54.5;0;36;21.8;22
1009.43;49.13;0;37.7;23.1;22
1008.49;51.13;0;38.5;23.4;22
1009.17;47.38;0;39.3;23.6;22
1009.29;46.38;0;39;23;19
1007.22;48.13;0;39.4;24.4;19
1007.74;50.25;0;40;23.8;20
1009.64;43.13;0;40.1;24.1;22
1009.6;41.5;0;40;24.2;17
1006.26;40.75;0;39.5;24.6;31
1004.8;42.5;0;39.4;24.8;30
1004.84;44.75;0;39.6;24;24
1005.15;43.75;0;39.8;23.9;20
1006.78;47.38;0;39.6;24.2;15
1006.61;43.38;0;40.1;26.9;22
1008.54;42.75;0;40.3;25;19
1008.56;39.5;0;40.3;23.6;28
1008.93;47;0;38.2;26.1;24
1008.75;44.38;0;39;25.4;26
1007.14;46.75;0;37.5;25.5;33
1005.12;42.13;0;39.6;26.1;33
1006.11;45.63;0;40;25.2;26
1007;49.13;0;39;25.6;19
1007.09;47.38;0;40.4;26.1;43
1010.18;54.88;2.6;38.4;27;65
1008.75;56;0;39;24;15
1011.35;55.25;0;37.8;25.9;46
1010.95;61.88;1.3;36.5;24.6;39
1009.81;56.25;0;38;24.8;41
1009.37;52;0;38;24.9;22
1009.12;54.63;0;38.5;25.5;43
1010.92;65.13;0.8;35.8;24.9;33
1009.44;68.75;0.4;35;23.9;22
1006.9;64.25;1;36.5;26.7;33
1005.29;60.13;0;38.6;25;20
1004.26;51.25;0;40;25.2;22
1004.06;49.38;0;39.9;26.5;22
1003.88;48.75;0;40.6;27;26
1003.61;47.88;0;39.8;27.5;52
1002.09;45.88;0;41;27.9;26
1002.72;54.75;13.8;38.6;28;59
1005.93;57.38;0;37.2;27.8;33
1006.14;60.5;0;38.4;26.4;31
1005.9;55.25;0;38.6;26.7;22
1004.23;51.88;0;39.5;28.3;31
1004.71;53.13;0;40.5;27.3;26
1005.69;59.25;15.1;38.5;28.5;52
1008.28;64.13;0;36.6;25.1;28
1009.28;69.5;0;34;26.1;19
1008.92;63.25;0;36;26.2;26
1007.64;57.25;0;37.5;27;30
1008.78;67.38;2.9;36.4;26.3;37
1006.84;65.38;0;36.3;25.2;33
1005.95;59;0.3;36.6;26.5;26
1005.91;63.75;0;36;26;31
1004.02;63.38;3.8;34.6;25.6;46
1003.65;66.63;0;34.6;25.4;19
1005.02;65.5;8.3;37.3;24.8;35
1006.04;56.13;0;37.5;25.5;33
1006.27;56.38;0;37.5;25.8;35
1006.79;64.75;0;36;25.3;35
1006.99;61;0;35.5;25.6;30
1005.46;56.63;0;39.1;25.6;28
1005.62;57.25;0;37;26.9;28
1006.56;59.25;28.8;38.2;26.9;48
1009.24;83;13.4;33.8;22.8;35
1006.47;72.5;0;36.5;23.6;41
1004.79;68.88;0;34.5;25.5;28
1005.98;64.13;0;36.3;25.6;26
1006.73;76.25;11;34.6;26.3;33
1006.77;77.75;0.8;35;24.6;35
1007.97;69.38;0;35.7;24.7;35
1008.27;69.5;2.2;35;26.3;26
1008.14;77.75;2;34;24.6;26
1009.04;71;0;34.2;25.2;28
1009.05;65.5;0;36;25.9;61
1007.82;68.25;0;33.7;24.9;35
1008.17;68.63;0.2;34.4;25.1;35
1007.51;60.88;0;36;25.2;33
1007.03;61.25;0;36.5;25.3;20
1007.63;60.25;0;37.4;25.5;24
1005.96;59.88;0;37.5;26.4;31
1003.86;67.5;48.2;37.3;27.6;31
1005.97;77;1.7;34.3;24;24
1006.07;78.88;12.1;32.6;24.5;41
1004.8;81.13;1.5;33.2;23.9;31
1005.42;72.5;0;33.7;25.1;26
1006.43;73.25;0;34;25.3;20
1006.41;72.13;0;34.9;24.9;28
1005.1;68;0;35.7;25.8;20
1004.7;67.63;0;35.3;25.9;26
1005.11;71.38;0.8;33.4;26.1;22
1006.59;77;1.6;32.1;25;17
1006.68;75.5;0;32.9;24.6;22
1008.75;77;7.8;32.5;26;31
1009.79;71.63;0;32.7;24.5;19
1009.55;66.63;0;35.7;25.4;43
1008.58;66.13;9.5;36.6;24.3;35
1009.62;75.88;0;35.3;23.8;19
1008.24;68.63;2.8;34.7;25.4;26
1006.3;71.88;3.4;35;26;35
1007.32;72.88;5;35.5;25.3;39
1007.53;72.13;0;34.4;25.1;19
1006.31;65.63;0.2;33.7;25.9;17
1005.85;66.75;2.6;34.3;26.4;17
1006.45;76.13;0.4;33.9;24.8;20
1005.23;72.88;0;34.6;24.4;22
1004.65;66.25;0;36;26.2;20
1004.69;72.38;1.3;33;27.3;28
1006.3;84.13;11.4;29.2;26.3;26
1008.24;82.88;10.3;31.2;24.5;26
1008.8;79.88;0;33.9;23.4;26
1007.23;73.13;0;33.5;24.9;24
1006.92;81;3.7;29.5;26.1;17
1003.81;78.13;3.4;31.1;24.9;24
1004.15;85.88;12;30.7;24.5;30
1005.47;83;0.4;31.6;24.3;35
1006.04;73.13;1.7;34.3;24.4;17
1005.48;81.13;4.5;33;24.3;20
1006.64;80.5;3.3;31.8;25;31
1007.15;85.25;12.4;31.9;24.7;31
1007.57;81.75;15;33;24.6;37
1008.45;83.63;1.8;31.8;23.8;33
1007.51;73.25;0.1;32.6;24.3;19
1006.71;75.38;10.1;32;24.5;19
1007.03;83.5;18.8;30.7;24.8;22
1006.59;82.38;6.7;31.7;23.4;20
1007.28;85.5;6.2;31.5;24;15
1008.02;87.63;19.9;27.5;24.3;15
1005.69;86;20.2;32.1;23.9;22
1003.4;81;3.3;33;24.4;20
1003.71;84.5;0.6;32.7;24.6;15
1005.09;85.13;4.8;31.8;25.6;20
1005.8;83.5;120.1;32.1;24.5;28
1008.09;87.38;41.7;32.3;24.4;33
1007.94;88.13;27.7;31.6;24.4;22
1007.2;84.13;0;30.8;23.2;17
1009.14;72.5;0;33.8;24.7;33
1009.22;75.5;0.5;31.6;24.9;22
1007.28;85.25;4.1;28.3;24.9;17
1009.18;87.88;46.4;31.3;23.6;19
1011.24;76.63;0;32.9;22.4;19
1010.44;69.88;0;35.2;24;19
1008.56;82.25;10.7;30.3;25.3;22
1006.39;86;33.8;31.5;24;28
1006.36;83.5;0.3;32.5;24.6;26
1005.56;77.25;28.6;34.2;24.1;19
1008.49;90.25;2.1;27.5;23.3;13
1008.59;84.88;6.7;30.4;24;22
1008.34;87.88;0;28.5;23.7;13
1005.94;88.75;13.1;28.4;24.5;22
1006.98;88.38;37.1;29.3;23.8;17
1007.12;83.75;1.4;31.9;24.2;30
1005.7;83.75;5.6;31.1;24.5;31
1006.38;83.13;0.7;33.5;24.4;31
1006.82;79;2.8;33.4;25.3;22
1006.83;78.75;0;34;24.8;20
1006.45;74.25;0;34.4;24.1;22
1006.72;70.38;0;33.4;25;22
1006.67;72.88;0;34.4;25.1;24
1007.24;71;0;34.5;24.9;15
1007.19;72.13;10.6;35.7;26;37
1009.77;89.75;2.5;27;23.4;20
1007.98;84.13;25.7;30.3;24.4;35
1007.72;84.13;0;30.9;22.5;22
1008.91;82.25;23.1;32;24.1;37
1008.66;86.25;11.3;31;23.5;33
1007.79;86.63;30.7;30.5;23.8;24
1009.4;92.88;26.8;25.5;23.4;7
1009.97;84.25;8.6;30.3;23;17
1008.76;81.63;5;32;24.1;19
1008.97;82.5;0;32;23.5;19
1009.13;74.13;0;34.5;24.3;20
1007.48;74.25;0;34.5;23.9;19
1007.99;77.38;0;32.9;23.1;17
1007.92;73.13;4.2;34;23.1;22
1008.4;81;15.4;32.5;23.8;19
1009.73;84.88;7;32.5;24;24
1010.73;79.25;11.3;34;23.8;26
1011.21;82.63;1.2;33.2;24.5;20
1011.64;82;9.3;31.6;23.9;30
1011.71;80.75;0;32.3;23.2;15
1010.91;75.63;0;34;23.4;17
1010.8;76.38;0;34.5;24;26
1009.55;77.38;0;33.2;23.7;19
1007.89;74.25;0.5;34.6;24.1;22
1009.02;70.75;0;31.8;25.5;31
1009.51;75.13;0;30.7;26.5;37
1009.51;76.75;0.2;32.5;23.6;24
1010.59;76.75;0;31.1;24.1;17
1010.08;74;0;33;24.3;20
1009.87;79.5;8.1;33.1;24.5;24
1008.02;82.25;4;31.5;23.5;26
1007;78.63;0;33.1;23.7;19
1007.44;75;0;34.7;24.8;19
1009.2;77.5;18.3;33.1;25;26
1008.1;79.5;2.5;32.1;24.3;26
1008.07;83.25;3.4;31.5;24;20
1008.65;83.25;1.6;32;23.5;26
1008.12;68.88;0;32.9;22.8;31
1007.66;61.75;1.4;29.4;26.5;30
1009.99;78.5;0.3;29.5;23.9;28
1010.37;86.38;11.2;28.5;24.1;26
1010.82;91.38;78.6;29.5;23.1;20
1009.77;86.5;5.3;29;22.1;19
1008.15;84.63;0;29.9;22.7;15
1007.57;82.75;0.6;31.2;23.6;31
1008.13;79.25;0;31.9;22.9;15
1008.78;77.38;0;33.4;22.6;15
1010.61;85.63;1.5;32;23.9;30
1013.27;78.25;0;31.5;23.1;15
1012.58;74.25;0;32.5;23.8;19
1014.59;84.75;32.1;28.1;24.2;17
1013.36;69.38;0;28.6;22.3;33
1016.29;71.25;0;28.6;17.7;31
1014.32;73.75;0;29.5;17.7;13
1014.95;67.13;0;29.3;18.1;24
1016.06;61.13;0;29;16.4;33
1016.32;59.63;0;28.5;16;26
1015.84;68.88;0;29.4;16;28
1014.2;71.38;0;30.6;17.5;22
1014.49;71.63;0;31;19.4;17
1014.94;72.13;0;33.4;19.7;17
1016.27;58.75;0;30.1;22.5;33
1016.59;67;0;29.6;16.6;13
1014.43;71.63;0;30;17.8;13
1011.15;71.5;0;30.3;18.9;15
1012.31;70.13;0;31.5;20.4;19
1015.06;68.75;0;31.9;21.2;17
1014.83;70.63;0;32.4;21.5;15
1013.91;71.38;0;32;21.5;13
1013.83;73;0;32.1;21.1;19
1013.81;72.63;0;32.2;21;13
1012.7;73.5;0;31.6;21.1;19
1010.29;73.88;0;31;22.9;22
1009.77;76.38;0;31.3;20.9;17
1009.68;73.75;0;32.3;20.5;15
1010.09;74.75;0;32;20.5;17
1011.82;73.25;0;31.5;19.8;15
1013;71.88;0;32;19.8;19
1011.54;75.75;0;30.5;20.4;19
1011.76;75.75;0;30.5;20.7;19
1013.56;73.38;0;30.8;20.4;19
1013.15;74;0;30.8;19.4;17
1012.36;73.25;0;30.9;18.9;8
1012.26;73.25;0;30.4;18.5;19
1013.06;73.88;0;31;18.2;13
1014.55;71;0;29.6;20.3;13
1013.99;74.75;0;28.6;18.1;19
1011.63;74.13;0;30;18.1;13
1012.5;75.5;0;31;17.9;13
1013.35;73.25;0;31.8;19.8;37
1012.34;72.38;0;30.9;20.2;17
1011.27;72.75;0;30.5;19;20
1009.31;71.38;0;31.8;21.4;26
1006.3;76;0;29.2;21.5;19
1005.54;82.5;0.4;29.2;22.5;19
1007.94;77.63;0;30.5;21;19
1008.76;72.13;0;30.5;20;15
1009.47;73;0;30.5;19.5;15
1010.41;71.63;0.6;31.6;19.3;24
1014.04;85.38;5.1;22.5;21.3;15
1014.56;80.5;0;24.1;19.2;15
1015.36;77.75;0;27;21;15
1013.09;80.75;0;29.2;18;15
1010.52;76.75;0;31.5;19.9;15
1009.29;75.38;0;32.4;20.1;20
1009.36;71.75;0;32.1;21;20
1010.96;73.5;0;30.5;17.5;15
1010.93;67.38;0;29.9;14.5;15
1013.28;71.13;0;29.7;13.9;15
1014.2;73.25;0;29.4;17.5;20
1013.99;72.63;0;28.2;15.6;17
1013.94;73.25;0;29.1;14.4;24
1013.71;75.38;0;28;14.3;17
1013.51;73.25;0;28.7;14.2;19
1011.21;72.38;0;29.6;16.9;19
1011.61;74.13;0;28.5;15.7;20
1013.09;72.25;0;29.8;16.5;15
1012.65;72.13;0;30.4;16.5;15
1011.87;72.75;0;30.5;17;19
1013.43;73.13;0;31.2;17.5;17
1013.98;73.75;0;30.5;17.9;20
1013.29;74.75;0;27.5;19.7;19
1011.63;71;0;30;20.6;19
1011.7;73.63;2.3;24;21.5;13
1010.3;81.13;0;25;19.6;20
1010.31;70.13;0;28.4;18;22
1011.91;68.25;0;28.1;17.4;22
1011.87;69.75;0;28.9;15.5;19
1013.85;68.25;0;29;16.5;17
1013.96;65;0;27.5;17.5;26
1013.6;63.88;0;26.3;17.6;26
1012.74;69;0;27.6;15.9;19
1012.22;68.5;0;29.4;15.8;22
1012.27;68;0;29.1;14;15
1012.47;68.63;0;29;14.6;22
1013.34;69.63;0;30;16.9;24
1014.21;68.63;0;31.2;14.9;20
1014.4;67.25;0;31.6;15.5;20
1015.05;69.63;0;31.5;16.8;19
1015.35;67.63;0;32.5;17.4;11
1015.72;67.75;0;31.4;17.3;17
1014.95;62.88;0;32.2;16.9;17
1013.95;63.63;0;31.6;19.4;19
1015.01;61.38;0.3;30.1;20.5;20
1016.22;69;0;26.9;20;20
1014.44;64.88;0;29.7;19.9;22
1014.51;66.75;0;30.3;17;19
1014.37;64.13;0;31;17.1;19
1012.89;62;0;32.1;17;19
1013.26;59.75;0;32;16.2;15
1012.39;59.13;0;32;16.1;20
1009.43;59;0;31.8;14.5;19
1008.69;58.88;0;31.5;14.5;19
1008.33;58.13;0;32.4;13.8;19
1009.44;57.63;0;33;14.9;15
1010.87;57.25;0;33.3;15.6;11
1010.12;56.63;0;33.8;16.6;22
1009.26;55;0;33;16.4;22
1010.16;56.75;0;33.6;16;22
1012;51.75;0;33;15.4;26
1012.83;52.63;0;33.6;14.8;17
1011.96;58.88;0;33.8;15.8;19
1011.91;68.5;0.8;30.6;20.1;19
1011.81;63.5;0;33.5;17.8;20
1012.51;53.38;0;34.3;17.5;28
1011.81;53.38;0;34.3;17.9;15
1011.05;54.5;0;35;19.2;20
1010.64;53.5;0;35;17;20
1010.65;54.88;0;34.6;17.3;19
1009.03;53.75;0;35.4;17.5;17
1009.78;58;0;34.3;21.5;17
1010.35;62.38;0;34.7;23.6;26
1009.38;64.5;0;34.7;23;19
1008.58;55.38;0;36.5;20.5;30
1009.62;62.25;0;33.8;23.4;22
1009.74;66;0.4;35.2;22.5;39
1009.57;67.25;0;35;21.5;20
1009.19;60.75;0;35.5;22.9;17
1008.91;56.5;0;36.8;21.6;17
1009.27;51.5;0;36.8;21.3;13
1007.99;47.5;0;37.1;21;26
1010.83;60.38;0;33.2;25.2;20
1012.81;61.88;0;34.4;23.1;31
1011.54;64.25;0;34.1;20.6;28
1010.74;65.5;4.4;34.3;23.5;17
1011.52;81;0;29;22;17
1010.6;74.25;1;29.9;23.1;22
1012.86;85.88;12.5;25;22.1;26
1016.16;87.13;24.1;19.8;18;41
1018.08;88.38;15.9;19;14.9;30
1014.75;77;0;24.2;15.5;17
1012.05;72.25;0;29.2;16.5;17
1009.49;66.38;0;33.3;17.6;19
1008.96;59.13;0;35;18.6;19
1010.15;57.88;0;35.7;19.4;17
1010.82;59.13;0;34.6;19.7;24
1010.65;64.88;0;33.9;22.6;19
1012.69;71.5;0;28.5;24.3;20
1012.92;71.25;2.1;30.4;22.7;26
1013.49;72.38;0;27.3;22.3;19
1015.6;63.88;0;26.5;20.8;35
1017.59;63;0;23.8;20.4;19
1016.78;57.75;0;26.2;19.3;20
1013.62;61.38;0;30;16.6;20
1010.8;58.63;0;33.2;19.8;20
1009.66;56;0;34.4;22.3;15
1009.1;58.13;0;35.6;20.5;20
1009.86;55.88;0;36.2;20.2;20
1009.91;54.75;0;36;21.9;26
1010.5;65.88;9.2;35.7;24;41
1009.99;68.75;0;35.4;22.5;19
1010.77;65;12.3;36.2;24.7;31
1013.34;72.13;1.3;33.1;22.5;22
1014.14;71;0;32.5;22.6;24
1011.26;70.13;0.6;34.5;23;26
1010.76;69.13;0;33;22.1;22
1012.9;81.25;14.7;29;23;33
1010.91;81.5;0;30.6;21;17
1008.77;72.75;0;34.5;22.4;26
1008.42;64.5;0;35.8;22;15
1009.04;67.75;2.7;35.5;23.9;41
1007.28;63.38;0;36.6;22.1;20
1008.89;74.63;14.6;34.3;23.1;22
1010.66;76.25;0;32.6;21.4;22
1009.5;68.38;0;33.5;23.5;20
1008.51;67.63;0.6;35.3;24.2;48
1008.98;70.5;22.9;32.4;23.6;31
1010.89;74.5;0.5;32.7;22;41
1011.95;79.63;0;28.4;21.9;26
1010.41;79.75;3.4;31.6;22.4;31
1009.16;76.38;2.9;31.5;23.4;24
1007.98;80.38;0.8;30;23.4;19
1007.88;75.25;1.5;33;23.7;28
1009.85;75.38;4.6;32.8;24;33
1010.96;82.38;14.5;30.5;23.2;22
1008.65;79.5;9;33.7;23.6;22
1008.72;84.5;6.9;32.5;23.5;33
1008.67;82.38;2.4;33.8;23.2;28
1008.93;87.38;24;32.7;22.9;56
1008.99;84.25;35.8;33;23.2;28
1007.03;82.63;21.4;33.9;23.4;44
1004.83;81.13;2.3;33.5;23.4;24
1005.27;84;10.1;30;24.8;19
1004.75;90.5;37.8;29;22.7;24
1004.92;79.38;0;33.6;22.5;22
1005.94;68.88;0;35.5;23.2;17
1006.04;73.25;17.2;35.5;24.1;24
1007.54;80.75;21.9;33.1;24.1;33
1010.74;82.13;15.7;34;23.7;26
1012.89;86.63;13;31.6;23.8;20
1011.35;88.25;15.4;30.6;24.1;22
1009.32;81.25;5;32.2;23;26
1007.66;82.63;0.7;31.6;23.7;24
1006.09;75.5;0;33.3;24.2;17
1006.32;69;0;33.8;24.3;22
1006.41;68.5;0;34.7;24.1;20
1005.63;69.88;0;34.7;24.9;20
1005.93;70;0;35.4;25.4;24
1006.01;77;13.9;34.6;24.9;19
1006.88;75.63;0;32.2;24.5;22
1007.66;80.88;15.8;32.5;25;20
1006.93;80.13;2.6;32.6;23.8;33
1007.67;81;7.3;32.6;24.1;26
1008.54;78;0;33;24.2;19
1006.32;70.25;0;34.6;24.1;26
1005.36;72.38;0;34.6;24.9;22
1007.24;72.63;0;33.6;26;22
1006.99;73.38;3.9;34.1;25.9;26
1006.04;78.13;81.6;33.5;25.5;37
1007.57;83.25;30.1;32.5;24.4;31
1008.76;84.5;0.1;31.1;23.9;11
1007.59;76;0;32.7;25.7;17
1006.7;73.38;2.9;33.6;24.9;22
1005.38;74.88;0;33.5;24.8;31
1004.17;73;3.4;32.6;25.2;30
1004.08;79.75;1.3;31.5;24.9;31
1005.77;77.75;11;33.5;24.3;33
1006.18;77.38;0;32.5;24.9;33
1006.36;72.25;1;31.4;25;30
1006.34;79.5;3;31.8;24;26
1004.98;74.13;0;32;24.6;22
1004.61;80.13;14.3;30.7;25.2;26
1004.42;76.38;0;34;24.2;22
1002.7;73.13;0.4;34;24.8;30
1004.13;76.88;0;32.5;24.6;24
1004.36;72.63;0;31.5;24.7;24
1002.67;67.75;0;33;24.9;19
1000.95;70.25;2;34;25.1;30
1000.19;83.13;11.4;32.4;25.1;30
1000.69;89;32.1;30;24.5;19
1003.99;93.13;8.7;27.2;23.2;24
1005.13;91.25;9.4;27;23.4;19
1004.98;83.88;0;32.5;23.9;31
1006.83;81.63;0.2;30;24.4;20
1006.14;76.75;0;32;23.9;19
1005.05;78.13;0;30.8;24.9;24
1006.46;84.13;5.6;29.5;24.6;22
1007.97;85.13;3.8;28.9;23.3;30
1008.52;77.88;0;31.6;23.4;19
1008.93;71.75;0;33.8;23.7;24
1007.35;70;0.7;34.6;24;37
1006.14;63;0;34.7;24.6;30
1006.94;75.38;16.1;34.5;24.6;50
